firm_id,firm_name,sector,region,year,total_assets,current_assets,current_liabilities,retained_earnings,ebit,total_debt,revenue,market_cap,ticker,year_listed,X1,X2,X3,X4,X5,zscore,zscore_zone,in_distress,in_grey,in_safe,log_assets,leverage,liquidity,roa,revenue_growth,zscore_lag1
MAR015,Managem,Energie & Mines,Casablanca-Settat,2022,19305158.0,15444126.4,23166189.6,2021.0,19931317.4,64808.8,380.2,42328768.24,MNG,2000,-0.4000000000000001,0.00010468704788637317,1.0324348238952512,10.0,1.9694218508856545e-05,8.927201174939878,Safe,0,0,1,16.775882872055167,0.0033570717214539245,0.6666666666666666,1.0,-0.5,7.901825235327702
MAR015,Managem,Energie & Mines,Casablanca-Settat,2023,23242.2,18593.76,27890.64,609000.0,1044.7,20917.98,368.2,10.0,MNG,2000,-0.4,2.0,0.04494841280085362,0.0004780576327159697,0.0158418738329418,2.484458470655388,Grey,0,1,0,10.05372487085723,0.8999999999999999,0.6666666666666666,0.04494841280085362,-0.03156233561283539,8.927201174939878
MAR015,Managem,Energie & Mines,Casablanca-Settat,2024,22.0,17.6,26.400000000000002,64.0,1252.3,19.8,8859.8,10.0,MNG,2000,-0.4,2.0,2.0,0.5050505050505051,5.0,14.223030303030303,Safe,0,0,1,3.091042453358316,0.9,0.6666666666666666,1.0,1.0,2.484458470655388
MAR016,SMI,Energie & Mines,Marrakech-Safi,2019,31.0,24.8,37.2,4743.0,885.0,27.9,2721138.73,26988.500000000004,SMI,2000,-0.4000000000000001,2.0,2.0,10.0,5.0,19.92,Safe,0,0,1,3.4339872044851463,0.8999999999999999,0.6666666666666666,1.0,,
MAR016,SMI,Energie & Mines,Marrakech-Safi,2020,31.0,14.8,22.200000000000003,36.0,522.1,27.9,98162.81,29734.4828,SMI,2000,-0.23870967741935492,1.1612903225806452,2.0,10.0,5.0,18.939354838709676,Safe,0,0,1,3.4339872044851463,0.8999999999999999,0.6666666666666666,1.0,-0.5,19.92
MAR016,SMI,Energie & Mines,Marrakech-Safi,2021,31.0,24.8,7.0,13.0,-7912.0,27.9,98162.81,63172902954872.86,SMI,2000,0.5741935483870968,0.41935483870967744,-2.0,10.0,5.0,5.676129032258065,Safe,0,0,1,3.4339872044851463,0.8999999999999999,3.542857142857143,-1.0,0.0,18.939354838709676
MAR016,SMI,Energie & Mines,Marrakech-Safi,2022,31.0,24.8,37.2,2021.0,19931317.4,27.9,4799545.55,42328768.24,SMI,2000,-0.4000000000000001,2.0,2.0,10.0,5.0,19.92,Safe,0,0,1,3.4339872044851463,0.8999999999999999,0.6666666666666666,1.0,1.0,5.676129032258065
MAR016,SMI,Energie & Mines,Marrakech-Safi,2023,31.0,0.0,,98.5,209647865605.35,27.9,5039037.31,10.0,SMI,2000,-0.39999999999999997,2.0,2.0,0.35842293906810035,5.0,14.13505376344086,Safe,0,0,1,3.4339872044851463,0.8999999999999999,,1.0,0.04989884094338892,19.92
MAR016,SMI,Energie & Mines,Marrakech-Safi,2024,11441155.0,9152924.0,13729386.0,120.0,261235.0,10297039.5,5039037.31,10.0,SMI,2000,-0.4,1.0488451559304983e-05,0.022832922025791975,9.711529221578688e-07,0.44043082276221235,0.03579473197126215,Distress,1,0,0,16.252727500358116,0.9,0.6666666666666666,0.022832922025791975,0.0,14.13505376344086
MAR017,TotalEnergies Marketing MA,Energie & Mines,Casablanca-Settat,2021,28719902763910.0,2316597347.52,3474896021.2799997,1338227520.84,1310666762931.0,4946875331.43,17543507331.06,63172902954872.86,TMA,2000,-4.0330870312539526e-05,4.659582352491956e-05,0.04563618385846382,10.0,0.0006108484236619882,6.151227092265152,Safe,0,0,1,30.98861147444511,0.0001722455459579878,0.6666666666666667,0.04563618385846382,,
MAR017,TotalEnergies Marketing MA,Energie & Mines,Casablanca-Settat,2023,31496192905786.0,4833271464.48,5684689612.61,1701519061.11,419295730166.0,737390238.56,20946422239.51,69290002134204.375,TMA,2000,-2.7032414700939636e-05,5.40230073583726e-05,0.013312584521571602,10.0,0.0006650461629494923,6.044639768396796,Safe,0,0,1,31.080887794322184,2.3412043505249735e-05,0.85022609743875,0.013312584521571602,0.19397004511323046,6.151227092265152
MAR017,TotalEnergies Marketing MA,Energie & Mines,Casablanca-Settat,2024,31613913149619.0,2957038399.32,4402837051.51,1258505440.82,1340300419295.0,697106199.43,20909935556.16,69549075295523.06,TMA,2000,-4.5732986149088104e-05,3.980859423709675e-05,0.04239590375768312,10.0,0.0006614156070208601,6.1405687504559285,Safe,0,0,1,31.08461842916732,2.2050614111919937e-05,0.6716211308128817,0.04239590375768312,-0.0017419052730244244,6.044639768396796
MAR019,Stroc Industrie,Energie & Mines,Casablanca-Settat,2019,13661.8,10929.44,16394.16,-103.749,885.0,12295.619999999999,8040.0,26988.500000000004,STR,2008,-0.39999999999999997,-0.007594094482425449,0.06477916526372807,2.1949686148400818,0.5885022471416651,1.628622929140621,Distress,1,0,0,9.522358896039567,0.9,0.6666666666666667,0.06477916526372807,,
MAR019,Stroc Industrie,Energie & Mines,Casablanca-Settat,2021,13661.8,10929.44,16394.16,848.895,317.4,12295.619999999999,82.0,63172902954872.86,STR,2008,-0.39999999999999997,0.06213639491135868,0.0232326633386523,10.0,0.006002137346469719,5.689660879239924,Safe,0,0,1,9.522358896039567,0.9,0.6666666666666667,0.0232326633386523,-0.5,1.628622929140621
MAR019,Stroc Industrie,Energie & Mines,Casablanca-Settat,2023,13661.8,10929.44,16394.16,711.526,209647865605.35,12295.619999999999,600.0,10.0,STR,2008,-0.39999999999999997,0.052081424116880645,2.0,0.0008132977434240811,0.04391807814490038,6.237320050554587,Safe,0,0,1,9.522358896039567,0.9,0.6666666666666667,1.0,1.0,5.689660879239924
MAR020,Label'Vie,Distribution & Commerce,Rabat-Sale-Kenitra,2021,8935924100.0,171327619.0,256991428.5,158080318.0,5405765.4,302060534.0,12549563866331.73,15540954418.8,LBV,2008,-0.00958645222825919,0.017690427563054167,0.0006049475509757296,10.0,5.0,11.015259182832585,Safe,0,0,1,22.913345404944025,0.03380294311139012,0.6666666666666666,0.0006049475509757296,,
MAR021,Auto Hall,Distribution & Commerce,Casablanca-Settat,2019,770.843,345.862,518.793,9662372.23,325.3,480.48,170.874,522.6533999999999,AUTO,2000,-0.2243401055727301,2.0,0.4220055186334961,1.0877734765234763,0.22167159849671075,4.797745769214057,Safe,0,0,1,6.647484721180379,0.6233175886659151,0.6666666666666667,0.4220055186334961,,
MAR021,Auto Hall,Distribution & Commerce,Casablanca-Settat,2020,1854209766.0765,104826403.171,50321885.412,3785705.31,161.745,381894902.754,353.462,1156672348669.3428,AUTO,2000,0.029395011695106825,0.0020416812484007874,8.72312307696727e-08,10.0,1.9062675996358497e-07,6.0381328462717105,Safe,0,0,1,21.340724440126035,0.20596100276296572,2.0831175603369303,8.72312307696727e-08,1.0,4.797745769214057
MAR021,Auto Hall,Distribution & Commerce,Casablanca-Settat,2021,3708418761.31,239.472,294.683,279354.25,161.745,488.206,353.462,6675152891.5872,AUTO,2000,-1.4888016578930445e-08,7.532974779291594e-05,4.361562445090844e-08,10.0,9.531339979391632e-08,6.000105683026251,Safe,0,0,1,22.033871412823014,1.3164802343615076e-07,0.812642738128769,4.361562445090844e-08,0.0,6.0381328462717105
MAR021,Auto Hall,Distribution & Commerce,Casablanca-Settat,2022,1854209389.655,831.056,566.699,11511843.78,163970115818.0,577.871,38489993543248.0,969831393801.444,AUTO,2000,1.4257127672575705e-07,0.00620849179398338,2.0,10.0,5.0,17.608692059597107,Safe,0,0,1,21.34072423711689,3.1165358304410293e-07,1.4664857358138979,1.0,1.0,6.000105683026251
MAR021,Auto Hall,Distribution & Commerce,Casablanca-Settat,2023,18.0,14.4,21.6,1176999.6,115.818,16.2,543.248,10.0,AUTO,2000,-0.4000000000000001,2.0,2.0,0.617283950617284,5.0,14.29037037037037,Safe,0,0,1,2.8903717578961645,0.8999999999999999,0.6666666666666666,1.0,-0.5,17.608692059597107
