firm_id,firm_name,ticker,sector,region,year,zscore,in_distress,zscore_lag1,X1,X2,X3,X4,X5,spei12_mean,spei12_min,drought_months,carbon_burden_low,carbon_burden_mid,carbon_burden_high,spei_x_carbon,log_assets,leverage,liquidity,roa,carbon_cost_low_kMAD,carbon_cost_mid_kMAD,carbon_cost_high_kMAD,sec_Chimie & Parachimie,sec_Distribution & Commerce,sec_Energie & Mines,sec_Immobilier,sec_Industrie (autres),sec_Materiaux de construction,sec_Telecom & Technologies,sec_Transport & Logistique
MAR016,SMI,SMI,Energie & Mines,Marrakech-Safi,2024,0.0357947319712621,1,14.13505376344086,-0.4,1.0488451559304983e-05,0.0228329220257919,9.711529221578688e-07,0.4404308227622123,-0.833,-1.228,2,0.229,0.458,0.687,-0.381514,16.252727500358116,0.9,0.6666666666666666,0.0228329220257919,1153939.54399,2307879.08798,3461818.63197,False,False,True,False,False,False,False,False
MAR017,TotalEnergies Marketing MA,TMA,Energie & Mines,Casablanca-Settat,2021,6.151227092265152,0,,-4.0330870312539526e-05,4.659582352491956e-05,0.0456361838584638,10.0,0.0006108484236619,-0.975,-1.804,5,0.229,0.458,0.687,-0.44655,30.98861147444511,0.0001722455459579,0.6666666666666667,0.0456361838584638,4017463178.81274,8034926357.625481,12052389536.43822,False,False,True,False,False,False,False,False
MAR017,TotalEnergies Marketing MA,TMA,Energie & Mines,Casablanca-Settat,2023,6.044639768396796,0,6.151227092265152,-2.703241470093964e-05,5.40230073583726e-05,0.0133125845215716,10.0,0.0006650461629494,-1.624,-2.126,6,0.229,0.458,0.687,-0.7437920000000001,31.080887794322184,2.341204350524973e-05,0.85022609743875,0.0133125845215716,4796730692.84779,9593461385.69558,14390192078.54337,False,False,True,False,False,False,False,False
MAR017,TotalEnergies Marketing MA,TMA,Energie & Mines,Casablanca-Settat,2024,6.1405687504559285,0,6.044639768396796,-4.57329861490881e-05,3.980859423709675e-05,0.0423959037576831,10.0,0.0006614156070208,-0.368,-1.164,1,0.229,0.4580000000000001,0.687,-0.16854400000000003,31.08461842916732,2.2050614111919937e-05,0.6716211308128817,0.0423959037576831,4788375242.360641,9576750484.72128,14365125727.08192,False,False,True,False,False,False,False,False
MAR019,Stroc Industrie,STR,Energie & Mines,Casablanca-Settat,2019,1.628622929140621,1,,-0.3999999999999999,-0.0075940944824254,0.064779165263728,2.1949686148400818,0.5885022471416651,-0.057,-0.884,2,0.229,0.458,0.687,-0.026106,9.522358896039568,0.9,0.6666666666666667,0.064779165263728,1841.16,3682.32,5523.4800000000005,False,False,True,False,False,False,False,False
MAR019,Stroc Industrie,STR,Energie & Mines,Casablanca-Settat,2021,5.689660879239924,0,1.628622929140621,-0.3999999999999999,0.0621363949113586,0.0232326633386523,10.0,0.0060021373464697,-0.975,-1.804,5,0.229,0.4580000000000001,0.687,-0.44655000000000006,9.522358896039568,0.9,0.6666666666666667,0.0232326633386523,18.778,37.556,56.334,False,False,True,False,False,False,False,False
MAR019,Stroc Industrie,STR,Energie & Mines,Casablanca-Settat,2023,6.237320050554587,0,5.689660879239924,-0.3999999999999999,0.0520814241168806,2.0,0.000813297743424,0.0439180781449003,-1.624,-2.126,6,0.229,0.458,0.687,-0.7437920000000001,9.522358896039568,0.9,0.6666666666666667,1.0,137.4,274.8,412.2000000000001,False,False,True,False,False,False,False,False
MAR020,Label'Vie,LBV,Distribution & Commerce,Rabat-Sale-Kenitra,2021,11.015259182832583,0,,-0.0095864522282591,0.0176904275630541,0.0006049475509757,10.0,5.0,-0.682,-1.328,4,0.01375,0.0275,0.04125,-0.018755,22.913345404944025,0.0338029431113901,0.6666666666666666,0.0006049475509757,172556503162.0613,345113006324.1226,517669509486.1839,False,True,False,False,False,False,False,False
MAR021,Auto Hall,AUTO,Distribution & Commerce,Casablanca-Settat,2019,4.797745769214057,0,,-0.2243401055727301,2.0,0.4220055186334961,1.0877734765234763,0.2216715984967107,-0.057,-0.884,2,0.01375,0.0275,0.04125,-0.0015675,6.647484721180379,0.6233175886659151,0.6666666666666667,0.4220055186334961,2.3495175,4.699035,7.0485525,False,True,False,False,False,False,False,False
MAR021,Auto Hall,AUTO,Distribution & Commerce,Casablanca-Settat,2020,6.038132846271711,0,4.797745769214057,0.0293950116951068,0.0020416812484007,8.72312307696727e-08,10.0,1.9062675996358497e-07,0.283,-0.132,0,0.01375,0.0275,0.04125,0.0077824999999999995,21.340724440126035,0.2059610027629657,2.0831175603369303,8.72312307696727e-08,4.8601025,9.720205,14.5803075,False,True,False,False,False,False,False,False
MAR021,Auto Hall,AUTO,Distribution & Commerce,Casablanca-Settat,2021,6.000105683026251,0,6.038132846271711,-1.4888016578930444e-08,7.532974779291594e-05,4.361562445090845e-08,10.0,9.531339979391632e-08,-0.975,-1.804,5,0.01375,0.0275,0.04125,-0.0268125,22.03387141282301,1.3164802343615078e-07,0.812642738128769,4.361562445090845e-08,4.8601025,9.720205,14.5803075,False,True,False,False,False,False,False,False
MAR021,Auto Hall,AUTO,Distribution & Commerce,Casablanca-Settat,2022,17.608692059597107,0,6.000105683026251,1.4257127672575705e-07,0.0062084917939833,2.0,10.0,5.0,-1.207,-2.073,4,0.01375,0.0275,0.04125,-0.0331925,21.34072423711689,3.1165358304410293e-07,1.466485735813898,1.0,529237411219.66,1058474822439.32,1587712233658.98,False,True,False,False,False,False,False,False
MAR021,Auto Hall,AUTO,Distribution & Commerce,Casablanca-Settat,2023,14.29037037037037,0,17.608692059597107,-0.4000000000000001,2.0,2.0,0.617283950617284,5.0,-1.624,-2.126,6,0.01375,0.0275,0.04125,-0.044660000000000005,2.8903717578961645,0.8999999999999999,0.6666666666666666,1.0,7.469660000000001,14.939320000000002,22.408980000000003,False,True,False,False,False,False,False,False
MAR021,Auto Hall,AUTO,Distribution & Commerce,Casablanca-Settat,2024,9.384495734156218,0,14.29037037037037,0.2254857584159995,0.0111251087103185,2.0,4.140808443268904,0.0138526059012316,-0.368,-1.164,1,0.01375,0.0275,0.04125,-0.01012,22.565957284122344,0.3029890657456643,3.58162585928517,1.0,1202554.878490625,2405109.75698125,3607664.635471875,False,True,False,False,False,False,False,False
