firm_id,firm_name,sector,region,year,total_assets,current_assets,current_liabilities,retained_earnings,ebit,total_debt,revenue,market_cap,ticker,year_listed,X1,X2,X3,X4,X5,zscore,zscore_zone,in_distress,in_grey,in_safe,log_assets,leverage,liquidity,roa,revenue_growth,zscore_lag1,carbon_cost_low_kMAD,carbon_cost_mid_kMAD,carbon_cost_high_kMAD,carbon_burden_low,carbon_burden_mid,carbon_burden_high,zscore_carbon_low,zscore_carbon_mid,zscore_carbon_high,distress_carbon_low,distress_carbon_mid,distress_carbon_high,spei12_mean,spei12_min,drought_months,severe_drought_months,drought_year,moderate_drought,severe_drought_year,spei_decile
MAR014,Nexans Maroc,Materiaux de construction,Casablanca-Settat,2019,35343763931698.0,767938792.41,624310889.03,158550000.0,7953481969.0,976710907.45,16040931.48,70679155125367.2,NEX,2000,4.063741022534035e-06,4.48593987630742e-06,0.0002250321155485,10.0,4.538546463528667e-07,6.000754216641011,Safe,0,0,1,31.196143083422,2.763460364146554e-05,1.2300583025280185,0.0002250321155485,,,2020355.319906,4040710.639812,6061065.959718,0.12595,0.2519,0.37785,5.585119216641011,5.169484216641011,4.753849216641011,0,0,0,-0.057,-0.884,2,1,0,0,0,7
MAR014,Nexans Maroc,Materiaux de construction,Casablanca-Settat,2020,17533901693609.0,689414720.68,666157600.0,258167033.08,10468979534.0,1006958511.98,46707906.14,35065789470194.04,NEX,2000,1.3264087529632396e-06,1.4723878209839646e-05,0.0005970707328543,10.0,2.663862667658548e-06,6.001995202401084,Safe,0,0,1,30.49515736246402,5.7429232214016017e-05,1.0349123400828872,0.0005970707328543,1.0,6.000754216641011,5882860.778333001,11765721.556666002,17648582.334999003,0.12595,0.2519,0.3778500000000001,5.586360202401084,5.170725202401084,4.755090202401084,0,0,0,0.283,-0.132,0,0,0,0,0,8
MAR015,Managem,Energie & Mines,Casablanca-Settat,2019,12450.3,9960.24,14940.36,1581.0,885.0,182.8,199.5,26988.500000000004,MNG,2000,-0.4000000000000001,0.1269848919303149,0.0710826245150719,10.0,0.0160237102720416,5.94837521987422,Safe,0,0,1,9.429499997988083,0.0146823771314747,0.6666666666666666,0.0710826245150719,,,45.685500000000005,91.371,137.0565,0.229,0.4580000000000001,0.6869999999999999,5.19267521987422,4.43697521987422,3.68127521987422,0,0,0,-0.057,-0.884,2,1,0,0,0,7
MAR015,Managem,Energie & Mines,Casablanca-Settat,2020,13661.8,607.744,50.0,1619.0,522.1,146.126,7264.553,29734.4828,MNG,2000,0.0408250742947488,0.1185056141943228,0.0382160476657541,10.0,0.5317420105696175,6.872752916892357,Safe,0,0,1,9.522358896039568,0.0106959551450028,10.0,0.0382160476657541,1.0,5.94837521987422,1663.582637,3327.165274,4990.747911,0.229,0.458,0.687,6.117052916892357,5.361352916892357,4.605652916892357,0,0,0,0.283,-0.132,0,0,0,0,0,8
MAR015,Managem,Energie & Mines,Casablanca-Settat,2021,13661.8,10929.44,16394.16,2019.0,317.4,12295.62,28666.0,63172902954872.86,MNG,2000,-0.3999999999999999,0.1477843329575897,0.0232326633386523,10.0,2.098259380169524,7.901825235327702,Safe,0,0,1,9.522358896039568,0.9,0.6666666666666667,0.0232326633386523,1.0,6.872752916892357,6564.514,13129.028,19693.542,0.229,0.458,0.687,7.146125235327702,6.390425235327702,5.634725235327702,0,0,0,-0.975,-1.804,5,0,0,1,0,3
MAR015,Managem,Energie & Mines,Casablanca-Settat,2022,19305158.0,15444126.4,23166189.6,2021.0,19931317.4,64808.8,380.2,42328768.24,MNG,2000,-0.4000000000000001,0.0001046870478863,1.0324348238952512,10.0,1.9694218508856545e-05,8.927201174939878,Safe,0,0,1,16.775882872055167,0.0033570717214539,0.6666666666666666,1.0,-0.5,7.901825235327702,87.0658,174.1316,261.1974,0.229,0.458,0.687,8.171501174939877,7.415801174939878,6.660101174939878,0,0,0,-1.207,-2.073,4,2,1,1,0,2
MAR015,Managem,Energie & Mines,Casablanca-Settat,2023,23242.2,18593.76,27890.64,609000.0,1044.7,20917.98,368.2,10.0,MNG,2000,-0.4,2.0,0.0449484128008536,0.0004780576327159,0.0158418738329418,2.484458470655388,Grey,0,1,0,10.05372487085723,0.8999999999999999,0.6666666666666666,0.0449484128008536,-0.0315623356128353,8.927201174939878,84.3178,168.6356,252.9534,0.229,0.458,0.687,1.728758470655388,0.973058470655388,0.2173584706553879,1,1,1,-1.624,-2.126,6,3,1,1,1,1
MAR015,Managem,Energie & Mines,Casablanca-Settat,2024,22.0,17.6,26.4,64.0,1252.3,19.8,8859.8,10.0,MNG,2000,-0.4,2.0,2.0,0.5050505050505051,5.0,14.223030303030304,Safe,0,0,1,3.091042453358316,0.9,0.6666666666666666,1.0,1.0,2.484458470655388,2028.8942,4057.7884,6086.6826,0.229,0.458,0.687,13.467330303030304,12.711630303030304,11.955930303030303,0,0,0,-0.368,-1.164,1,1,0,0,0,6
MAR016,SMI,Energie & Mines,Marrakech-Safi,2019,31.0,24.8,37.2,4743.0,885.0,27.9,2721138.73,26988.500000000004,SMI,2000,-0.4000000000000001,2.0,2.0,10.0,5.0,19.92,Safe,0,0,1,3.4339872044851463,0.8999999999999999,0.6666666666666666,1.0,,,623140.76917,1246281.53834,1869422.30751,0.229,0.458,0.687,19.1643,18.4086,17.652900000000002,0,0,0,-0.439,-1.074,2,1,0,0,0,5
MAR016,SMI,Energie & Mines,Marrakech-Safi,2020,31.0,14.8,22.200000000000003,36.0,522.1,27.9,98162.81,29734.4828,SMI,2000,-0.2387096774193549,1.1612903225806452,2.0,10.0,5.0,18.93935483870968,Safe,0,0,1,3.4339872044851463,0.8999999999999999,0.6666666666666666,1.0,-0.5,19.92,22479.28349,44958.56698,67437.85047,0.229,0.458,0.687,18.18365483870968,17.42795483870968,16.67225483870968,0,0,0,-0.387,-0.638,3,0,0,0,0,5
