time,lat,lon,spei12
2004-04-16,34.75,-5.75,-0.35073438
2004-04-16,34.75,-5.25,-0.24823768
2004-04-16,34.75,-4.75,-0.35243997
2004-04-16,34.75,-4.25,-0.45129186
2004-04-16,34.75,-3.75,-0.4993415
2004-04-16,34.75,-3.25,-0.5754018
2004-04-16,34.75,-2.75,-0.5894717
2004-04-16,34.75,-2.25,-0.6972884
2004-04-16,34.75,-1.75,-0.8018302
2004-04-16,34.75,-1.25,-0.43455526
2004-04-16,35.25,-6.25,-0.12922478
2004-04-16,35.25,-5.75,-0.16706538
2004-04-16,35.25,-5.25,-0.2874743
2004-04-16,35.25,-4.75,-0.056314748
2004-04-16,35.25,-4.25,-0.027942764
2004-04-16,35.25,-3.75,-0.33274645
2004-04-16,35.25,-3.25,-0.30109432
2004-04-16,35.25,-2.75,-0.4620659
2004-04-16,35.25,-2.25,-0.67011124
2004-04-16,35.25,-1.75,-0.5028481
2004-04-16,35.25,-1.25,-0.6505168
2004-04-16,35.75,-5.75,-0.021618597
2004-04-16,35.75,-5.25,-0.22103295
2004-04-16,35.75,-1.25,-0.4928687
2004-05-16,27.25,-13.25,-1.4691235
2004-05-16,27.25,-12.75,-1.5266757
2004-05-16,27.25,-12.25,-1.1871547
2004-05-16,27.25,-11.75,-1.1927128
2004-05-16,27.25,-11.25,-0.6396448
2004-05-16,27.25,-10.75,-0.79332155
2004-05-16,27.25,-10.25,-0.51245713
2004-05-16,27.25,-9.75,-0.62898064
2004-05-16,27.25,-9.25,-0.22189175
2004-05-16,27.25,-8.75,-0.52245444
2004-05-16,27.25,-8.25,-0.5934879
2004-05-16,27.25,-7.75,-0.39731082
2004-05-16,27.25,-7.25,-0.49560282
2004-05-16,27.25,-6.75,-0.702031
2004-05-16,27.25,-6.25,-0.6293099
2004-05-16,27.25,-5.75,-0.6664534
2004-05-16,27.25,-5.25,-0.60083055
2004-05-16,27.25,-4.75,-0.9970954
2004-05-16,27.25,-4.25,-1.1047581
2004-05-16,27.25,-3.75,-0.8386428
2004-05-16,27.25,-3.25,-1.0669429
2004-05-16,27.25,-2.75,-1.3761042
2004-05-16,27.25,-2.25,-1.3341122
2004-05-16,27.25,-1.75,-1.3964223
2004-05-16,27.25,-1.25,-1.333609
2004-05-16,27.75,-15.75,-0.4711387
2004-05-16,27.75,-15.25,-0.5928159
2004-05-16,27.75,-13.25,-1.2698958
2004-05-16,27.75,-12.75,-1.3996058
2004-05-16,27.75,-12.25,-1.2736542
2004-05-16,27.75,-11.75,-1.1636648
2004-05-16,27.75,-11.25,-0.90504557
2004-05-16,27.75,-10.75,-0.79742396
2004-05-16,27.75,-10.25,-0.498063
2004-05-16,27.75,-9.75,-0.4490646
2004-05-16,27.75,-9.25,-0.46207014
2004-05-16,27.75,-8.75,-0.310282
2004-05-16,27.75,-8.25,-0.5212517
2004-05-16,27.75,-7.75,-0.4981402
2004-05-16,27.75,-7.25,-0.63028276
2004-05-16,27.75,-6.75,-0.61077374
2004-05-16,27.75,-6.25,-0.5828245
2004-05-16,27.75,-5.75,-0.8222883
2004-05-16,27.75,-5.25,-1.0143355
2004-05-16,27.75,-4.75,-0.74392825
2004-05-16,27.75,-4.25,-1.0296952
2004-05-16,27.75,-3.75,-1.0828198
2004-05-16,27.75,-3.25,-1.1636307
2004-05-16,27.75,-2.75,-1.2031425
2004-05-16,27.75,-2.25,-1.2497239
2004-05-16,27.75,-1.75,-1.1158136
2004-05-16,27.75,-1.25,-1.2278343
2004-05-16,28.25,-16.75,-0.18892978
2004-05-16,28.25,-16.25,-0.35927728
2004-05-16,28.25,-15.75,-0.39864102
2004-05-16,28.25,-15.25,-0.58117235
2004-05-16,28.25,-14.25,-0.70996225
2004-05-16,28.25,-13.75,-1.0425731
2004-05-16,28.25,-12.25,-1.1364663
2004-05-16,28.25,-11.75,-1.0008373
2004-05-16,28.25,-11.25,-1.0047456
2004-05-16,28.25,-10.75,-0.84139436
2004-05-16,28.25,-10.25,-0.43351188
2004-05-16,28.25,-9.75,-0.5090186
2004-05-16,28.25,-9.25,-0.10629559
2004-05-16,28.25,-8.75,-0.36387408
2004-05-16,28.25,-8.25,-0.56270367
2004-05-16,28.25,-7.75,-0.62311643
2004-05-16,28.25,-7.25,-0.8421131
2004-05-16,28.25,-6.75,-0.7291176
2004-05-16,28.25,-6.25,-0.65793735
2004-05-16,28.25,-5.75,-0.95413744
2004-05-16,28.25,-5.25,-0.7343548
2004-05-16,28.25,-4.75,-0.84252757
2004-05-16,28.25,-4.25,-0.9599021
2004-05-16,28.25,-3.75,-0.88291883
2004-05-16,28.25,-3.25,-1.0847292
2004-05-16,28.25,-2.75,-1.3479236
2004-05-16,28.25,-2.25,-1.2472682
2004-05-16,28.25,-1.75,-1.2182486
2004-05-16,28.25,-1.25,-1.1209465
2004-05-16,28.75,-16.25,-0.44619998
2004-05-16,28.75,-13.75,-1.0942221
2004-05-16,28.75,-11.25,-1.0522761
2004-05-16,28.75,-10.75,-0.5336437
2004-05-16,28.75,-10.25,-0.38882712
2004-05-16,28.75,-9.75,-0.12674096
2004-05-16,28.75,-9.25,-0.33876744
2004-05-16,28.75,-8.75,-0.3675859
2004-05-16,28.75,-8.25,-0.37970522
2004-05-16,28.75,-7.75,-0.49955156
2004-05-16,28.75,-7.25,-0.53766173
2004-05-16,28.75,-6.75,-0.55078894
2004-05-16,28.75,-6.25,-0.67736405
2004-05-16,28.75,-5.75,-0.8577301
2004-05-16,28.75,-5.25,-0.7321071
2004-05-16,28.75,-4.75,-0.94743395
2004-05-16,28.75,-4.25,-0.6823293
2004-05-16,28.75,-3.75,-0.99460906
2004-05-16,28.75,-3.25,-1.0088825
2004-05-16,28.75,-2.75,-1.083225
2004-05-16,28.75,-2.25,-1.164546
2004-05-16,28.75,-1.75,-1.1865973
2004-05-16,28.75,-1.25,-1.2633196
2004-05-16,29.25,-13.75,-1.0227753
2004-05-16,29.25,-10.25,-0.11554269
2004-05-16,29.25,-9.75,0.17084849
2004-05-16,29.25,-9.25,0.35863584
2004-05-16,29.25,-8.75,-0.01645373
2004-05-16,29.25,-8.25,-0.25356156
2004-05-16,29.25,-7.75,-0.38547048
2004-05-16,29.25,-7.25,-0.5538044
2004-05-16,29.25,-6.75,-0.36684686
2004-05-16,29.25,-6.25,-0.46517637
2004-05-16,29.25,-5.75,-0.61278766
2004-05-16,29.25,-5.25,-0.58233535
2004-05-16,29.25,-4.75,-0.73997796
2004-05-16,29.25,-4.25,-0.66073126
2004-05-16,29.25,-3.75,-0.87572175
2004-05-16,29.25,-3.25,-0.94618064
2004-05-16,29.25,-2.75,-1.0281467
2004-05-16,29.25,-2.25,-1.1468487
2004-05-16,29.25,-1.75,-1.08155
2004-05-16,29.25,-1.25,-1.2406429
2004-05-16,29.75,-10.25,-0.38513055
2004-05-16,29.75,-9.75,-0.16196081
2004-05-16,29.75,-9.25,0.15026784
2004-05-16,29.75,-8.75,0.4809615
2004-05-16,29.75,-8.25,0.33169627
2004-05-16,29.75,-7.75,-0.03913006
2004-05-16,29.75,-7.25,-0.37452224
2004-05-16,29.75,-6.75,-0.34914228
2004-05-16,29.75,-6.25,-0.40980664
2004-05-16,29.75,-5.75,-0.59627986
2004-05-16,29.75,-5.25,-0.58871955
2004-05-16,29.75,-4.75,-0.7360283
2004-05-16,29.75,-4.25,-0.7104901
2004-05-16,29.75,-3.75,-0.7683111
2004-05-16,29.75,-3.25,-0.91950935
2004-05-16,29.75,-2.75,-0.9492842
2004-05-16,29.75,-2.25,-1.044187
2004-05-16,29.75,-1.75,-0.969967
2004-05-16,29.75,-1.25,-0.9351532
2004-05-16,30.25,-9.75,-0.29576495
2004-05-16,30.25,-9.25,-0.19204947
2004-05-16,30.25,-8.75,0.19677182
2004-05-16,30.25,-8.25,0.56613314
2004-05-16,30.25,-7.75,0.61797595
2004-05-16,30.25,-7.25,0.26840702
2004-05-16,30.25,-6.75,0.040233623
2004-05-16,30.25,-6.25,0.13845764
2004-05-16,30.25,-5.75,-0.29953778
2004-05-16,30.25,-5.25,-0.39928684
2004-05-16,30.25,-4.75,-0.45297182
2004-05-16,30.25,-4.25,-0.5906001
2004-05-16,30.25,-3.75,-0.562248
2004-05-16,30.25,-3.25,-0.6397811
2004-05-16,30.25,-2.75,-0.7521084
2004-05-16,30.25,-2.25,-1.0195991
2004-05-16,30.25,-1.75,-0.9066922
2004-05-16,30.25,-1.25,-0.8000544
2004-05-16,30.75,-9.75,-0.2113993
2004-05-16,30.75,-9.25,0.15096064
2004-05-16,30.75,-8.75,0.44716805
2004-05-16,30.75,-8.25,0.38136747
2004-05-16,30.75,-7.75,0.69385076
2004-05-16,30.75,-7.25,0.46202403
2004-05-16,30.75,-6.75,0.24854536
2004-05-16,30.75,-6.25,0.13402529
2004-05-16,30.75,-5.75,-0.15638089
2004-05-16,30.75,-5.25,-0.33397004
2004-05-16,30.75,-4.75,-0.3961814
2004-05-16,30.75,-4.25,-0.4297267
2004-05-16,30.75,-3.75,-0.41482347
2004-05-16,30.75,-3.25,-0.40963393
2004-05-16,30.75,-2.75,-0.541088
2004-05-16,30.75,-2.25,-0.4420318
2004-05-16,30.75,-1.75,-0.41657087
2004-05-16,30.75,-1.25,-0.54990524
2004-05-16,31.25,-9.75,-0.24276583
2004-05-16,31.25,-9.25,0.21910365
2004-05-16,31.25,-8.75,0.30722618
2004-05-16,31.25,-8.25,0.35337842
2004-05-16,31.25,-7.75,0.71065503
2004-05-16,31.25,-7.25,0.7302279
2004-05-16,31.25,-6.75,0.78537345
2004-05-16,31.25,-6.25,0.5667408
2004-05-16,31.25,-5.75,0.41849926
2004-05-16,31.25,-5.25,-0.07883202
2004-05-16,31.25,-4.75,-0.17750967
2004-05-16,31.25,-4.25,-0.18214741
2004-05-16,31.25,-3.75,-0.22690278
2004-05-16,31.25,-3.25,-0.18415584
2004-05-16,31.25,-2.75,-0.1893809
2004-05-16,31.25,-2.25,-0.19431704
2004-05-16,31.25,-1.75,-0.29335663
2004-05-16,31.25,-1.25,-0.22863856
2004-05-16,31.75,-9.75,-0.14324282
2004-05-16,31.75,-9.25,0.065320104
2004-05-16,31.75,-8.75,0.11495402
2004-05-16,31.75,-8.25,0.21208902
2004-05-16,31.75,-7.75,0.32073328
2004-05-16,31.75,-7.25,0.4349463
2004-05-16,31.75,-6.75,0.4627422
2004-05-16,31.75,-6.25,0.6487799
2004-05-16,31.75,-5.75,0.6505565
2004-05-16,31.75,-5.25,0.11983562
2004-05-16,31.75,-4.75,-0.14542186
2004-05-16,31.75,-4.25,-0.27220115
2004-05-16,31.75,-3.75,-0.17731516
2004-05-16,31.75,-3.25,-0.034330387
2004-05-16,31.75,-2.75,-0.26087254
2004-05-16,31.75,-2.25,-0.16591957
2004-05-16,31.75,-1.75,-0.11560333
2004-05-16,31.75,-1.25,-0.21568823
2004-05-16,32.25,-9.25,0.0639024
2004-05-16,32.25,-8.75,0.2266945
2004-05-16,32.25,-8.25,0.14652371
2004-05-16,32.25,-7.75,0.20989361
2004-05-16,32.25,-7.25,0.14737445
2004-05-16,32.25,-6.75,0.2560395
2004-05-16,32.25,-6.25,0.25934657
2004-05-16,32.25,-5.75,0.5326507
2004-05-16,32.25,-5.25,0.48556527
2004-05-16,32.25,-4.75,0.20472062
2004-05-16,32.25,-4.25,0.05040901
2004-05-16,32.25,-3.75,-0.07738792
2004-05-16,32.25,-3.25,-0.049249444
2004-05-16,32.25,-2.75,-0.07002161
2004-05-16,32.25,-2.25,0.026583925
2004-05-16,32.25,-1.75,-0.10116443
2004-05-16,32.25,-1.25,-0.24642411
2004-05-16,32.75,-16.75,-1.5274951
2004-05-16,32.75,-9.25,0.13403244
2004-05-16,32.75,-8.75,0.23170318
2004-05-16,32.75,-8.25,0.25021046
2004-05-16,32.75,-7.75,0.22006197
2004-05-16,32.75,-7.25,0.28284684
2004-05-16,32.75,-6.75,0.28203523
2004-05-16,32.75,-6.25,0.044858053
2004-05-16,32.75,-5.75,0.12659314
2004-05-16,32.75,-5.25,0.32047248
2004-05-16,32.75,-4.75,0.022536287
2004-05-16,32.75,-4.25,-0.15211476
2004-05-16,32.75,-3.75,-0.26457804
2004-05-16,32.75,-3.25,-0.05429508
2004-05-16,32.75,-2.75,-0.038089644
2004-05-16,32.75,-2.25,-0.06915733
2004-05-16,32.75,-1.75,-0.023172632
2004-05-16,32.75,-1.25,0.02055554
2004-05-16,33.25,-8.75,0.17324749
2004-05-16,33.25,-8.25,0.33999822
2004-05-16,33.25,-7.75,0.32779264
2004-05-16,33.25,-7.25,0.18083613
2004-05-16,33.25,-6.75,0.2571791
2004-05-16,33.25,-6.25,0.17682052
2004-05-16,33.25,-5.75,0.2031186
2004-05-16,33.25,-5.25,0.06237803
2004-05-16,33.25,-4.75,0.18700194
2004-05-16,33.25,-4.25,-0.027769815
2004-05-16,33.25,-3.75,-0.23773807
2004-05-16,33.25,-3.25,-0.19558333
2004-05-16,33.25,-2.75,0.1506308
2004-05-16,33.25,-2.25,0.07538367
2004-05-16,33.25,-1.75,0.10546048
2004-05-16,33.25,-1.25,0.0661086
2004-05-16,33.75,-7.75,0.20796628
2004-05-16,33.75,-7.25,0.18536717
2004-05-16,33.75,-6.75,0.23852517
2004-05-16,33.75,-6.25,0.32475573
2004-05-16,33.75,-5.75,0.25918436
2004-05-16,33.75,-5.25,0.08545601
2004-05-16,33.75,-4.75,0.1193715
2004-05-16,33.75,-4.25,0.14035183
2004-05-16,33.75,-3.75,-0.16746785
2004-05-16,33.75,-3.25,-0.21699867
2004-05-16,33.75,-2.75,0.08847499
2004-05-16,33.75,-2.25,-0.021959046
2004-05-16,33.75,-1.75,0.29855454
2004-05-16,33.75,-1.25,0.36920202
2004-05-16,34.25,-6.75,0.16662024
2004-05-16,34.25,-6.25,0.15553296
2004-05-16,34.25,-5.75,0.1283031
2004-05-16,34.25,-5.25,0.053865336
2004-05-16,34.25,-4.75,0.14811686
2004-05-16,34.25,-4.25,0.030872442
2004-05-16,34.25,-3.75,-0.062325377
2004-05-16,34.25,-3.25,-0.08355433
2004-05-16,34.25,-2.75,-0.19778477
2004-05-16,34.25,-2.25,0.083170526
2004-05-16,34.25,-1.75,0.27650177
2004-05-16,34.25,-1.25,0.29034346
2004-05-16,34.75,-6.25,0.21857557
2004-05-16,34.75,-5.75,0.16851817
2004-05-16,34.75,-5.25,0.28819585
2004-05-16,34.75,-4.75,0.24320966
2004-05-16,34.75,-4.25,0.26134822
2004-05-16,34.75,-3.75,0.15161756
2004-05-16,34.75,-3.25,0.096825294
2004-05-16,34.75,-2.75,0.104767576
2004-05-16,34.75,-2.25,0.039851993
2004-05-16,34.75,-1.75,-0.025553605
2004-05-16,34.75,-1.25,0.3068671
2004-05-16,35.25,-6.25,0.42614216
2004-05-16,35.25,-5.75,0.37360698
2004-05-16,35.25,-5.25,0.28216457
2004-05-16,35.25,-4.75,0.50234115
2004-05-16,35.25,-4.25,0.59317774
2004-05-16,35.25,-3.75,0.44736376
2004-05-16,35.25,-3.25,0.47290888
2004-05-16,35.25,-2.75,0.21003145
2004-05-16,35.25,-2.25,-0.061156772
2004-05-16,35.25,-1.75,0.22030996
2004-05-16,35.25,-1.25,0.10259359
2004-05-16,35.75,-5.75,0.47446498
2004-05-16,35.75,-5.25,0.3989102
2004-05-16,35.75,-1.25,0.24786033
2004-06-16,27.25,-13.25,-1.5039313
2004-06-16,27.25,-12.75,-1.5642617
2004-06-16,27.25,-12.25,-1.311522
2004-06-16,27.25,-11.75,-1.2524774
2004-06-16,27.25,-11.25,-0.7271353
2004-06-16,27.25,-10.75,-0.880885
2004-06-16,27.25,-10.25,-0.58608085
2004-06-16,27.25,-9.75,-0.69298756
2004-06-16,27.25,-9.25,-0.2936667
2004-06-16,27.25,-8.75,-0.5977423
2004-06-16,27.25,-8.25,-0.66721547
2004-06-16,27.25,-7.75,-0.59766763
2004-06-16,27.25,-7.25,-0.580527
2004-06-16,27.25,-6.75,-0.7874377
2004-06-16,27.25,-6.25,-0.8565282
2004-06-16,27.25,-5.75,-0.77793705
2004-06-16,27.25,-5.25,-0.7241053
2004-06-16,27.25,-4.75,-1.0991123
2004-06-16,27.25,-4.25,-1.0837961
2004-06-16,27.25,-3.75,-0.8111769
2004-06-16,27.25,-3.25,-0.9185687
2004-06-16,27.25,-2.75,-1.2592483
2004-06-16,27.25,-2.25,-1.2176993
2004-06-16,27.25,-1.75,-1.1736536
2004-06-16,27.25,-1.25,-1.2225348
2004-06-16,27.75,-15.75,-0.46091464
2004-06-16,27.75,-15.25,-0.5816994
2004-06-16,27.75,-13.25,-1.3061343
2004-06-16,27.75,-12.75,-1.4354268
2004-06-16,27.75,-12.25,-1.3818464
2004-06-16,27.75,-11.75,-1.2300837
2004-06-16,27.75,-11.25,-0.97624016
2004-06-16,27.75,-10.75,-0.8657311
2004-06-16,27.75,-10.25,-0.5595969
2004-06-16,27.75,-9.75,-0.50663877
2004-06-16,27.75,-9.25,-0.52010834
2004-06-16,27.75,-8.75,-0.38320488
2004-06-16,27.75,-8.25,-0.58521783
2004-06-16,27.75,-7.75,-0.66922134
2004-06-16,27.75,-7.25,-0.79295987
2004-06-16,27.75,-6.75,-0.7832487
2004-06-16,27.75,-6.25,-0.7888427
2004-06-16,27.75,-5.75,-0.9158919
2004-06-16,27.75,-5.25,-1.001338
2004-06-16,27.75,-4.75,-0.73901105
2004-06-16,27.75,-4.25,-1.0105404
2004-06-16,27.75,-3.75,-1.0645719
2004-06-16,27.75,-3.25,-1.1482066
2004-06-16,27.75,-2.75,-1.0811993
2004-06-16,27.75,-2.25,-1.1251606
2004-06-16,27.75,-1.75,-0.97589356
2004-06-16,27.75,-1.25,-1.114857
2004-06-16,28.25,-16.75,-0.2062116
2004-06-16,28.25,-16.25,-0.34873298
2004-06-16,28.25,-15.75,-0.41040504
2004-06-16,28.25,-15.25,-0.59767336
2004-06-16,28.25,-14.25,-0.78209794
2004-06-16,28.25,-13.75,-1.1253058
2004-06-16,28.25,-12.25,-1.2621192
2004-06-16,28.25,-11.75,-1.0653416
2004-06-16,28.25,-11.25,-1.0660177
2004-06-16,28.25,-10.75,-0.9763528
2004-06-16,28.25,-10.25,-0.57675797
2004-06-16,28.25,-9.75,-0.57392913
2004-06-16,28.25,-9.25,-0.24091232
2004-06-16,28.25,-8.75,-0.5149255
2004-06-16,28.25,-8.25,-0.70056164
2004-06-16,28.25,-7.75,-0.7689183
2004-06-16,28.25,-7.25,-0.9017783
2004-06-16,28.25,-6.75,-0.88189447
2004-06-16,28.25,-6.25,-0.73515034
2004-06-16,28.25,-5.75,-1.0247713
2004-06-16,28.25,-5.25,-0.8365209
2004-06-16,28.25,-4.75,-0.82782346
2004-06-16,28.25,-4.25,-0.94327223
2004-06-16,28.25,-3.75,-0.8627144
2004-06-16,28.25,-3.25,-1.0720406
2004-06-16,28.25,-2.75,-1.2380909
2004-06-16,28.25,-2.25,-1.1233795
2004-06-16,28.25,-1.75,-1.1017148
2004-06-16,28.25,-1.25,-1.0095966
2004-06-16,28.75,-16.25,-0.4537583
2004-06-16,28.75,-13.75,-1.1754341
2004-06-16,28.75,-11.25,-1.1136796
2004-06-16,28.75,-10.75,-0.6014457
2004-06-16,28.75,-10.25,-0.45338786
2004-06-16,28.75,-9.75,-0.2651907
2004-06-16,28.75,-9.25,-0.39512795
2004-06-16,28.75,-8.75,-0.42328647
2004-06-16,28.75,-8.25,-0.4405948
2004-06-16,28.75,-7.75,-0.5591322
2004-06-16,28.75,-7.25,-0.59671026
2004-06-16,28.75,-6.75,-0.69708437
2004-06-16,28.75,-6.25,-0.8283168
2004-06-16,28.75,-5.75,-0.92661095
2004-06-16,28.75,-5.25,-0.8229164
2004-06-16,28.75,-4.75,-1.0329162
2004-06-16,28.75,-4.25,-0.79182076
2004-06-16,28.75,-3.75,-0.9841827
2004-06-16,28.75,-3.25,-0.9880852
2004-06-16,28.75,-2.75,-0.96013796
2004-06-16,28.75,-2.25,-1.0403984
2004-06-16,28.75,-1.75,-1.0762653
2004-06-16,28.75,-1.25,-1.0593942
2004-06-16,29.25,-13.75,-1.0575379
2004-06-16,29.25,-10.25,-0.23487562
2004-06-16,29.25,-9.75,0.07458562
2004-06-16,29.25,-9.25,0.19049025
2004-06-16,29.25,-8.75,-0.11108154
2004-06-16,29.25,-8.25,-0.31537142
2004-06-16,29.25,-7.75,-0.4455515
2004-06-16,29.25,-7.25,-0.6185903
2004-06-16,29.25,-6.75,-0.5182298
2004-06-16,29.25,-6.25,-0.53917754
2004-06-16,29.25,-5.75,-0.6874439
2004-06-16,29.25,-5.25,-0.6671848
2004-06-16,29.25,-4.75,-0.73161316
2004-06-16,29.25,-4.25,-0.65385324
2004-06-16,29.25,-3.75,-0.86432683
2004-06-16,29.25,-3.25,-0.93100727
2004-06-16,29.25,-2.75,-0.9143075
2004-06-16,29.25,-2.25,-1.0430348
2004-06-16,29.25,-1.75,-0.95984364
2004-06-16,29.25,-1.25,-1.126181
2004-06-16,29.75,-10.25,-0.52075535
2004-06-16,29.75,-9.75,-0.31240752
2004-06-16,29.75,-9.25,-0.0020229612
2004-06-16,29.75,-8.75,0.3253678
2004-06-16,29.75,-8.25,0.19212258
2004-06-16,29.75,-7.75,-0.1760272
2004-06-16,29.75,-7.25,-0.43504035
2004-06-16,29.75,-6.75,-0.4155517
2004-06-16,29.75,-6.25,-0.4839869
2004-06-16,29.75,-5.75,-0.67292285
2004-06-16,29.75,-5.25,-0.6597436
2004-06-16,29.75,-4.75,-0.7306693
2004-06-16,29.75,-4.25,-0.7860931
2004-06-16,29.75,-3.75,-0.7598228
2004-06-16,29.75,-3.25,-0.9122824
2004-06-16,29.75,-2.75,-0.84328324
2004-06-16,29.75,-2.25,-0.93297356
2004-06-16,29.75,-1.75,-0.81899846
2004-06-16,29.75,-1.25,-0.67294014
2004-06-16,30.25,-9.75,-0.41882506
2004-06-16,30.25,-9.25,-0.2944699
2004-06-16,30.25,-8.75,0.050046027
2004-06-16,30.25,-8.25,0.38584608
2004-06-16,30.25,-7.75,0.44406086
2004-06-16,30.25,-7.25,0.06344005
2004-06-16,30.25,-6.75,-0.06690508
2004-06-16,30.25,-6.25,-0.034168366
2004-06-16,30.25,-5.75,-0.3924817
2004-06-16,30.25,-5.25,-0.53894067
2004-06-16,30.25,-4.75,-0.6034783
2004-06-16,30.25,-4.25,-0.6621486
2004-06-16,30.25,-3.75,-0.5597949
2004-06-16,30.25,-3.25,-0.62141085
2004-06-16,30.25,-2.75,-0.6356556
2004-06-16,30.25,-2.25,-0.8238826
2004-06-16,30.25,-1.75,-0.79939336
2004-06-16,30.25,-1.25,-0.6464955
2004-06-16,30.75,-9.75,-0.31039876
2004-06-16,30.75,-9.25,0.011499385
2004-06-16,30.75,-8.75,0.26996598
2004-06-16,30.75,-8.25,0.20367339
2004-06-16,30.75,-7.75,0.47080252
2004-06-16,30.75,-7.25,0.29123184
2004-06-16,30.75,-6.75,0.027517162
2004-06-16,30.75,-6.25,-0.03587333
2004-06-16,30.75,-5.75,-0.2952388
2004-06-16,30.75,-5.25,-0.44773924
2004-06-16,30.75,-4.75,-0.49489716
2004-06-16,30.75,-4.25,-0.44850153
2004-06-16,30.75,-3.75,-0.41216272
2004-06-16,30.75,-3.25,-0.3834418
2004-06-16,30.75,-2.75,-0.40278533
2004-06-16,30.75,-2.25,-0.29834542
2004-06-16,30.75,-1.75,-0.298574
2004-06-16,30.75,-1.25,-0.4280841
2004-06-16,31.25,-9.75,-0.37244686
2004-06-16,31.25,-9.25,0.03995704
2004-06-16,31.25,-8.75,0.1934104
2004-06-16,31.25,-8.25,0.19158626
2004-06-16,31.25,-7.75,0.50430703
2004-06-16,31.25,-7.25,0.5077492
2004-06-16,31.25,-6.75,0.5702704
2004-06-16,31.25,-6.25,0.29111472
2004-06-16,31.25,-5.75,0.1301192
2004-06-16,31.25,-5.25,-0.23590073
2004-06-16,31.25,-4.75,-0.29872522
2004-06-16,31.25,-4.25,-0.27670664
2004-06-16,31.25,-3.75,-0.27845925
2004-06-16,31.25,-3.25,-0.19305968
2004-06-16,31.25,-2.75,-0.12743466
2004-06-16,31.25,-2.25,-0.079774775
2004-06-16,31.25,-1.75,-0.101216294
2004-06-16,31.25,-1.25,-0.023369715
2004-06-16,31.75,-9.75,-0.25711063
2004-06-16,31.75,-9.25,-0.043889068
2004-06-16,31.75,-8.75,0.015709367
2004-06-16,31.75,-8.25,0.10614512
2004-06-16,31.75,-7.75,0.18731396
2004-06-16,31.75,-7.25,0.29209155
2004-06-16,31.75,-6.75,0.2947625
2004-06-16,31.75,-6.25,0.3717361
2004-06-16,31.75,-5.75,0.33140796
2004-06-16,31.75,-5.25,-0.12902631
2004-06-16,31.75,-4.75,-0.28215858
2004-06-16,31.75,-4.25,-0.37853697
2004-06-16,31.75,-3.75,-0.21178171
2004-06-16,31.75,-3.25,-0.07015483
2004-06-16,31.75,-2.75,-0.20708816
2004-06-16,31.75,-2.25,-0.13001148
2004-06-16,31.75,-1.75,0.098536246
2004-06-16,31.75,-1.25,0.0015762501
2004-06-16,32.25,-9.25,-0.008693809
2004-06-16,32.25,-8.75,0.12542406
2004-06-16,32.25,-8.25,-0.003528047
2004-06-16,32.25,-7.75,0.093967244
2004-06-16,32.25,-7.25,0.013267887
2004-06-16,32.25,-6.75,0.10407027
2004-06-16,32.25,-6.25,0.102757715
2004-06-16,32.25,-5.75,0.25859404
2004-06-16,32.25,-5.25,0.22876874
2004-06-16,32.25,-4.75,0.013080675
2004-06-16,32.25,-4.25,-0.06538046
2004-06-16,32.25,-3.75,-0.13883142
2004-06-16,32.25,-3.25,-0.07113786
2004-06-16,32.25,-2.75,-0.069307454
2004-06-16,32.25,-2.25,0.114764385
2004-06-16,32.25,-1.75,0.084000476
2004-06-16,32.25,-1.25,0.0065565296
2004-06-16,32.75,-16.75,-1.5673708
2004-06-16,32.75,-9.25,0.025606954
2004-06-16,32.75,-8.75,0.143129
2004-06-16,32.75,-8.25,0.13011308
2004-06-16,32.75,-7.75,0.11686228
2004-06-16,32.75,-7.25,0.15004185
2004-06-16,32.75,-6.75,0.14868367
2004-06-16,32.75,-6.25,-0.114395
2004-06-16,32.75,-5.75,-0.06114417
2004-06-16,32.75,-5.25,0.10211079
2004-06-16,32.75,-4.75,-0.14435616
2004-06-16,32.75,-4.25,-0.26981378
2004-06-16,32.75,-3.75,-0.3434492
2004-06-16,32.75,-3.25,-0.06497114
2004-06-16,32.75,-2.75,0.002827085
2004-06-16,32.75,-2.25,0.041840587
2004-06-16,32.75,-1.75,0.16375606
2004-06-16,32.75,-1.25,0.23451608
2004-06-16,33.25,-8.75,0.08432709
2004-06-16,33.25,-8.25,0.22878486
2004-06-16,33.25,-7.75,0.20641725
2004-06-16,33.25,-7.25,0.07686293
2004-06-16,33.25,-6.75,0.1235475
2004-06-16,33.25,-6.25,0.021070715
2004-06-16,33.25,-5.75,0.091045074
2004-06-16,33.25,-5.25,-0.08227642
2004-06-16,33.25,-4.75,0.041140307
2004-06-16,33.25,-4.25,-0.16733216
2004-06-16,33.25,-3.75,-0.32056475
2004-06-16,33.25,-3.25,-0.30932596
2004-06-16,33.25,-2.75,0.2140874
2004-06-16,33.25,-2.25,0.16253246
2004-06-16,33.25,-1.75,0.2620261
2004-06-16,33.25,-1.25,0.28950208
2004-06-16,33.75,-7.75,0.089917354
2004-06-16,33.75,-7.25,0.08088941
2004-06-16,33.75,-6.75,0.13106099
2004-06-16,33.75,-6.25,0.20938241
2004-06-16,33.75,-5.75,0.1594827
2004-06-16,33.75,-5.25,-0.055499714
2004-06-16,33.75,-4.75,0.005389176
2004-06-16,33.75,-4.25,0.013592864
2004-06-16,33.75,-3.75,-0.2760951
2004-06-16,33.75,-3.25,-0.2951932
