time,lat,lon,spei12,region
2005-10-16,28.25,-3.75,-0.75626904,Draa-Tafilalet
2005-10-16,28.25,-3.25,-0.13241182,Draa-Tafilalet
2005-10-16,28.25,-2.75,-0.15177211,Draa-Tafilalet
2005-10-16,28.25,-2.25,-0.023238773,Draa-Tafilalet
2005-10-16,28.25,-1.75,-0.40925097,Draa-Tafilalet
2005-10-16,28.25,-1.25,-1.0424856,Draa-Tafilalet
2005-10-16,28.75,-16.25,0.35392272,Laayoune-Sakia El Hamra
2005-10-16,28.75,-13.75,0.17166679,Laayoune-Sakia El Hamra
2005-10-16,28.75,-11.25,-1.2563962,Guelmim-Oued Noun
2005-10-16,28.75,-10.75,-1.2494313,Guelmim-Oued Noun
2005-10-16,28.75,-10.25,-1.276409,Guelmim-Oued Noun
2005-10-16,28.75,-9.75,-1.4411862,Guelmim-Oued Noun
2005-10-16,28.75,-9.25,-1.3214533,Guelmim-Oued Noun
2005-10-16,28.75,-8.75,-1.5085677,Guelmim-Oued Noun
2005-10-16,28.75,-8.25,-1.4890867,Souss-Massa
2005-10-16,28.75,-7.75,-1.6506118,Souss-Massa
2005-10-16,28.75,-7.25,-1.6417868,Souss-Massa
2005-10-16,28.75,-6.75,-1.5582855,Souss-Massa
2005-10-16,28.75,-6.25,-1.4041183,Draa-Tafilalet
2005-10-16,28.75,-5.75,-1.4286942,Draa-Tafilalet
2005-10-16,28.75,-5.25,-1.252694,Draa-Tafilalet
2005-10-16,28.75,-4.75,-1.3730049,Draa-Tafilalet
2005-10-16,28.75,-4.25,-1.2248737,Draa-Tafilalet
2005-10-16,28.75,-3.75,-1.0973634,Draa-Tafilalet
2005-10-16,28.75,-3.25,-0.417453,Draa-Tafilalet
2005-10-16,28.75,-2.75,-0.29865792,Draa-Tafilalet
2005-10-16,28.75,-2.25,-0.09474436,Draa-Tafilalet
2005-10-16,28.75,-1.75,-0.11965851,Draa-Tafilalet
2005-10-16,28.75,-1.25,-0.5371363,Draa-Tafilalet
2005-10-16,29.25,-13.75,0.11700185,Laayoune-Sakia El Hamra
2005-10-16,29.25,-10.25,-1.2822304,Guelmim-Oued Noun
2005-10-16,29.25,-9.75,-1.4684275,Guelmim-Oued Noun
2005-10-16,29.25,-9.25,-1.4385347,Guelmim-Oued Noun
2005-10-16,29.25,-8.75,-1.5911101,Souss-Massa
2005-10-16,29.25,-8.25,-1.5154793,Souss-Massa
2005-10-16,29.25,-7.75,-1.6432054,Souss-Massa
2005-10-16,29.25,-7.25,-1.5374985,Souss-Massa
2005-10-16,29.25,-6.75,-1.5210022,Souss-Massa
2005-10-16,29.25,-6.25,-1.496702,Draa-Tafilalet
2005-10-16,29.25,-5.75,-1.3916517,Draa-Tafilalet
2005-10-16,29.25,-5.25,-1.1930051,Draa-Tafilalet
2005-10-16,29.25,-4.75,-1.3880405,Draa-Tafilalet
2005-10-16,29.25,-4.25,-1.2021298,Draa-Tafilalet
2005-10-16,29.25,-3.75,-0.8014839,Draa-Tafilalet
2005-10-16,29.25,-3.25,-0.07390661,Draa-Tafilalet
2005-10-16,29.25,-2.75,-0.014867205,Draa-Tafilalet
2005-10-16,29.25,-2.25,-0.2329383,Draa-Tafilalet
2005-10-16,29.25,-1.75,-0.23742944,Draa-Tafilalet
2005-10-16,29.25,-1.25,-0.23414323,Draa-Tafilalet
2005-10-16,29.75,-10.25,-1.3447852,Guelmim-Oued Noun
2005-10-16,29.75,-9.75,-1.365185,Guelmim-Oued Noun
2005-10-16,29.75,-9.25,-1.5061799,Souss-Massa
2005-10-16,29.75,-8.75,-1.5607857,Souss-Massa
2005-10-16,29.75,-8.25,-1.7036865,Souss-Massa
2005-10-16,29.75,-7.75,-1.6288875,Souss-Massa
2005-10-16,29.75,-7.25,-1.593376,Souss-Massa
2005-10-16,29.75,-6.75,-1.692996,Draa-Tafilalet
2005-10-16,29.75,-6.25,-1.4555932,Draa-Tafilalet
2005-10-16,29.75,-5.75,-1.537122,Draa-Tafilalet
2005-10-16,29.75,-5.25,-1.2281613,Draa-Tafilalet
2005-10-16,29.75,-4.75,-1.214939,Draa-Tafilalet
2005-10-16,29.75,-4.25,-1.0551658,Draa-Tafilalet
2005-10-16,29.75,-3.75,-0.7614667,Draa-Tafilalet
2005-10-16,29.75,-3.25,-0.22061379,Draa-Tafilalet
2005-10-16,29.75,-2.75,0.11760921,Draa-Tafilalet
2005-10-16,29.75,-2.25,0.026650203,Draa-Tafilalet
2005-10-16,29.75,-1.75,-0.092693895,Draa-Tafilalet
2005-10-16,29.75,-1.25,-0.33312255,Oriental
2005-10-16,30.25,-9.75,-1.3911649,Guelmim-Oued Noun
2005-10-16,30.25,-9.25,-1.489257,Souss-Massa
2005-10-16,30.25,-8.75,-1.5506184,Souss-Massa
2005-10-16,30.25,-8.25,-1.689907,Souss-Massa
2005-10-16,30.25,-7.75,-1.740333,Souss-Massa
2005-10-16,30.25,-7.25,-1.806843,Souss-Massa
2005-10-16,30.25,-6.75,-1.7465149,Draa-Tafilalet
2005-10-16,30.25,-6.25,-1.730457,Draa-Tafilalet
2005-10-16,30.25,-5.75,-1.3896717,Draa-Tafilalet
2005-10-16,30.25,-5.25,-1.230373,Draa-Tafilalet
2005-10-16,30.25,-4.75,-1.1337328,Draa-Tafilalet
2005-10-16,30.25,-4.25,-0.9856896,Draa-Tafilalet
2005-10-16,30.25,-3.75,-0.63241166,Draa-Tafilalet
2005-10-16,30.25,-3.25,-0.51346797,Draa-Tafilalet
2005-10-16,30.25,-2.75,-0.07384754,Draa-Tafilalet
2005-10-16,30.25,-2.25,-0.02935548,Draa-Tafilalet
2005-10-16,30.25,-1.75,0.25386393,Oriental
2005-10-16,30.25,-1.25,-0.10058231,Oriental
2005-10-16,30.75,-9.75,-1.5778685,Souss-Massa
2005-10-16,30.75,-9.25,-1.6346148,Souss-Massa
2005-10-16,30.75,-8.75,-1.6772075,Souss-Massa
2005-10-16,30.75,-8.25,-1.6837875,Souss-Massa
2005-10-16,30.75,-7.75,-1.6843967,Souss-Massa
2005-10-16,30.75,-7.25,-1.7473507,Marrakech-Safi
2005-10-16,30.75,-6.75,-1.7936283,Draa-Tafilalet
2005-10-16,30.75,-6.25,-1.629576,Draa-Tafilalet
2005-10-16,30.75,-5.75,-1.4768889,Draa-Tafilalet
2005-10-16,30.75,-5.25,-1.3968434,Draa-Tafilalet
2005-10-16,30.75,-4.75,-1.2605278,Draa-Tafilalet
2005-10-16,30.75,-4.25,-0.96550035,Draa-Tafilalet
2005-10-16,30.75,-3.75,-0.9054218,Draa-Tafilalet
2005-10-16,30.75,-3.25,-0.75810647,Draa-Tafilalet
2005-10-16,30.75,-2.75,-0.41713697,Draa-Tafilalet
2005-10-16,30.75,-2.25,-0.075195126,Oriental
2005-10-16,30.75,-1.75,0.039217364,Oriental
2005-10-16,30.75,-1.25,0.10485115,Oriental
2005-10-16,31.25,-9.75,-1.6458653,Souss-Massa
2005-10-16,31.25,-9.25,-1.7281795,Souss-Massa
2005-10-16,31.25,-8.75,-1.7252147,Marrakech-Safi
2005-10-16,31.25,-8.25,-1.6821342,Marrakech-Safi
2005-10-16,31.25,-7.75,-1.7210106,Marrakech-Safi
2005-10-16,31.25,-7.25,-1.7888814,Marrakech-Safi
2005-10-16,31.25,-6.75,-1.7103003,Beni Mellal-Khenifra
2005-10-16,31.25,-6.25,-1.9040465,Draa-Tafilalet
2005-10-16,31.25,-5.75,-1.7797817,Draa-Tafilalet
2005-10-16,31.25,-5.25,-1.6149287,Draa-Tafilalet
2005-10-16,31.25,-4.75,-1.5382985,Draa-Tafilalet
2005-10-16,31.25,-4.25,-1.2983558,Draa-Tafilalet
2005-10-16,31.25,-3.75,-1.046112,Draa-Tafilalet
2005-10-16,31.25,-3.25,-0.84372884,Draa-Tafilalet
2005-10-16,31.25,-2.75,-0.6796279,Draa-Tafilalet
2005-10-16,31.25,-2.25,-0.58963096,Oriental
2005-10-16,31.25,-1.75,-0.31215242,Oriental
2005-10-16,31.25,-1.25,-0.33034226,Oriental
2005-10-16,31.75,-9.75,-1.7135935,Marrakech-Safi
2005-10-16,31.75,-9.25,-1.6899837,Marrakech-Safi
2005-10-16,31.75,-8.75,-1.7063893,Marrakech-Safi
2005-10-16,31.75,-8.25,-1.7573088,Marrakech-Safi
2005-10-16,31.75,-7.75,-1.7672096,Marrakech-Safi
2005-10-16,31.75,-7.25,-1.7413791,Marrakech-Safi
2005-10-16,31.75,-6.75,-1.8617895,Beni Mellal-Khenifra
2005-10-16,31.75,-6.25,-2.0284963,Beni Mellal-Khenifra
2005-10-16,31.75,-5.75,-2.0114338,Beni Mellal-Khenifra
2005-10-16,31.75,-5.25,-1.783522,Draa-Tafilalet
2005-10-16,31.75,-4.75,-1.6270934,Draa-Tafilalet
2005-10-16,31.75,-4.25,-1.5701869,Draa-Tafilalet
2005-10-16,31.75,-3.75,-1.3019853,Draa-Tafilalet
2005-10-16,31.75,-3.25,-1.1006194,Draa-Tafilalet
2005-10-16,31.75,-2.75,-0.9422582,Oriental
2005-10-16,31.75,-2.25,-0.8060475,Oriental
2005-10-16,31.75,-1.75,-0.6600937,Oriental
2005-10-16,31.75,-1.25,-0.81203914,Oriental
2005-10-16,32.25,-9.25,-1.6737367,Marrakech-Safi
2005-10-16,32.25,-8.75,-1.7482486,Marrakech-Safi
2005-10-16,32.25,-8.25,-1.9182496,Marrakech-Safi
2005-10-16,32.25,-7.75,-1.9698167,Marrakech-Safi
2005-10-16,32.25,-7.25,-1.8690442,Beni Mellal-Khenifra
2005-10-16,32.25,-6.75,-1.9710286,Beni Mellal-Khenifra
2005-10-16,32.25,-6.25,-1.9686775,Beni Mellal-Khenifra
2005-10-16,32.25,-5.75,-2.0729446,Beni Mellal-Khenifra
2005-10-16,32.25,-5.25,-2.0596159,Beni Mellal-Khenifra
2005-10-16,32.25,-4.75,-1.9437597,Draa-Tafilalet
2005-10-16,32.25,-4.25,-1.6348152,Fes-Meknes
2005-10-16,32.25,-3.75,-1.3880895,Fes-Meknes
2005-10-16,32.25,-3.25,-1.1646941,Oriental
2005-10-16,32.25,-2.75,-1.1245991,Oriental
2005-10-16,32.25,-2.25,-1.1901248,Oriental
2005-10-16,32.25,-1.75,-1.1007458,Oriental
2005-10-16,32.25,-1.25,-0.96935964,Oriental
2005-10-16,32.75,-16.75,-0.15590598,Laayoune-Sakia El Hamra
2005-10-16,32.75,-9.25,-1.8452684,Marrakech-Safi
2005-10-16,32.75,-8.75,-1.8478066,Marrakech-Safi
2005-10-16,32.75,-8.25,-1.9096977,Casablanca-Settat
2005-10-16,32.75,-7.75,-1.9026747,Casablanca-Settat
2005-10-16,32.75,-7.25,-1.9611675,Casablanca-Settat
2005-10-16,32.75,-6.75,-1.9673638,Beni Mellal-Khenifra
2005-10-16,32.75,-6.25,-1.9317112,Beni Mellal-Khenifra
2005-10-16,32.75,-5.75,-2.0221195,Beni Mellal-Khenifra
2005-10-16,32.75,-5.25,-2.0038908,Beni Mellal-Khenifra
2005-10-16,32.75,-4.75,-1.8596284,Fes-Meknes
2005-10-16,32.75,-4.25,-1.7930776,Fes-Meknes
2005-10-16,32.75,-3.75,-1.7922397,Fes-Meknes
2005-10-16,32.75,-3.25,-1.5018994,Oriental
2005-10-16,32.75,-2.75,-1.3615305,Oriental
2005-10-16,32.75,-2.25,-1.2968818,Oriental
2005-10-16,32.75,-1.75,-1.1691557,Oriental
2005-10-16,32.75,-1.25,-1.2843652,Oriental
2005-10-16,33.25,-8.75,-1.9444147,Casablanca-Settat
2005-10-16,33.25,-8.25,-1.974071,Casablanca-Settat
2005-10-16,33.25,-7.75,-1.9563441,Casablanca-Settat
2005-10-16,33.25,-7.25,-1.9218433,Casablanca-Settat
2005-10-16,33.25,-6.75,-1.9589863,Rabat-Sale-Kenitra
2005-10-16,33.25,-6.25,-2.0019429,Beni Mellal-Khenifra
2005-10-16,33.25,-5.75,-1.992979,Beni Mellal-Khenifra
2005-10-16,33.25,-5.25,-1.9023658,Fes-Meknes
2005-10-16,33.25,-4.75,-1.9889334,Fes-Meknes
2005-10-16,33.25,-4.25,-1.8968956,Fes-Meknes
2005-10-16,33.25,-3.75,-1.6268011,Fes-Meknes
2005-10-16,33.25,-3.25,-1.8375343,Oriental
2005-10-16,33.25,-2.75,-1.5060003,Oriental
2005-10-16,33.25,-2.25,-1.3341314,Oriental
2005-10-16,33.25,-1.75,-1.2551212,Oriental
2005-10-16,33.25,-1.25,-1.1439168,Oriental
2005-10-16,33.75,-7.75,-2.064854,Casablanca-Settat
2005-10-16,33.75,-7.25,-2.050375,Casablanca-Settat
2005-10-16,33.75,-6.75,-1.9949839,Rabat-Sale-Kenitra
2005-10-16,33.75,-6.25,-1.8759762,Rabat-Sale-Kenitra
2005-10-16,33.75,-5.75,-1.9276127,Rabat-Sale-Kenitra
2005-10-16,33.75,-5.25,-1.9911375,Fes-Meknes
2005-10-16,33.75,-4.75,-1.9951038,Fes-Meknes
2005-10-16,33.75,-4.25,-2.0099535,Fes-Meknes
2005-10-16,33.75,-3.75,-1.9137753,Fes-Meknes
2005-10-16,33.75,-3.25,-1.9678565,Oriental
2005-10-16,33.75,-2.75,-1.6923542,Oriental
2005-10-16,33.75,-2.25,-1.5422571,Oriental
2005-10-16,33.75,-1.75,-1.4121094,Oriental
2005-10-16,33.75,-1.25,-1.124138,Oriental
2005-10-16,34.25,-6.75,-1.9472419,Rabat-Sale-Kenitra
2005-10-16,34.25,-6.25,-1.9163952,Rabat-Sale-Kenitra
2005-10-16,34.25,-5.75,-1.9132293,Tanger-Tetouan-Al Hoceima
2005-10-16,34.25,-5.25,-1.7697151,Fes-Meknes
2005-10-16,34.25,-4.75,-1.7288722,Fes-Meknes
2005-10-16,34.25,-4.25,-1.8238226,Fes-Meknes
2005-10-16,34.25,-3.75,-1.7034043,Fes-Meknes
2005-10-16,34.25,-3.25,-1.7581662,Oriental
2005-10-16,34.25,-2.75,-1.8416828,Oriental
2005-10-16,34.25,-2.25,-1.5781848,Oriental
2005-10-16,34.25,-1.75,-1.3166414,Oriental
2005-10-16,34.25,-1.25,-1.2499422,Oriental
2005-10-16,34.75,-6.25,-1.8790625,Rabat-Sale-Kenitra
2005-10-16,34.75,-5.75,-1.9279433,Tanger-Tetouan-Al Hoceima
2005-10-16,34.75,-5.25,-1.7673398,Tanger-Tetouan-Al Hoceima
2005-10-16,34.75,-4.75,-1.7276089,Tanger-Tetouan-Al Hoceima
2005-10-16,34.75,-4.25,-1.7906792,Fes-Meknes
2005-10-16,34.75,-3.75,-1.8588356,Fes-Meknes
2005-10-16,34.75,-3.25,-1.7641741,Oriental
2005-10-16,34.75,-2.75,-1.70062,Oriental
2005-10-16,34.75,-2.25,-1.6460716,Oriental
2005-10-16,34.75,-1.75,-1.4171789,Oriental
2005-10-16,34.75,-1.25,-1.4262327,Oriental
2005-10-16,35.25,-6.25,-1.8165352,Tanger-Tetouan-Al Hoceima
2005-10-16,35.25,-5.75,-1.7941619,Tanger-Tetouan-Al Hoceima
2005-10-16,35.25,-5.25,-1.7360904,Tanger-Tetouan-Al Hoceima
2005-10-16,35.25,-4.75,-1.5670624,Tanger-Tetouan-Al Hoceima
2005-10-16,35.25,-4.25,-1.5652637,Tanger-Tetouan-Al Hoceima
2005-10-16,35.25,-3.75,-1.5597134,Tanger-Tetouan-Al Hoceima
2005-10-16,35.25,-3.25,-1.4324228,Oriental
2005-10-16,35.25,-2.75,-1.4411043,Oriental
2005-10-16,35.25,-2.25,-1.3629593,Oriental
2005-10-16,35.25,-1.75,-1.159445,Oriental
2005-10-16,35.25,-1.25,-1.0325141,Oriental
2005-10-16,35.75,-5.75,-1.6773866,Tanger-Tetouan-Al Hoceima
2005-10-16,35.75,-5.25,-1.7286206,Tanger-Tetouan-Al Hoceima
2005-10-16,35.75,-1.25,-0.97021425,Oriental
2005-11-16,27.25,-13.25,-0.12571543,Laayoune-Sakia El Hamra
2005-11-16,27.25,-12.75,0.03815011,Laayoune-Sakia El Hamra
2005-11-16,27.25,-12.25,0.37245587,Laayoune-Sakia El Hamra
2005-11-16,27.25,-11.75,0.2731903,Laayoune-Sakia El Hamra
2005-11-16,27.25,-11.25,0.3852844,Laayoune-Sakia El Hamra
2005-11-16,27.25,-10.75,-0.2534529,Guelmim-Oued Noun
2005-11-16,27.25,-10.25,-0.22053091,Guelmim-Oued Noun
2005-11-16,27.25,-9.75,-0.5782557,Guelmim-Oued Noun
2005-11-16,27.25,-9.25,-0.73373103,Guelmim-Oued Noun
2005-11-16,27.25,-8.75,-0.9739276,Guelmim-Oued Noun
2005-11-16,27.25,-8.25,-1.3382741,Guelmim-Oued Noun
2005-11-16,27.25,-7.75,-1.4936547,Guelmim-Oued Noun
2005-11-16,27.25,-7.25,-1.4069327,Guelmim-Oued Noun
2005-11-16,27.25,-6.75,-1.4118721,Souss-Massa
2005-11-16,27.25,-6.25,-1.4559177,Draa-Tafilalet
2005-11-16,27.25,-5.75,-1.4637414,Draa-Tafilalet
2005-11-16,27.25,-5.25,-1.5911884,Draa-Tafilalet
2005-11-16,27.25,-4.75,-1.5164294,Draa-Tafilalet
2005-11-16,27.25,-4.25,-1.3772962,Draa-Tafilalet
2005-11-16,27.25,-3.75,-1.3401318,Draa-Tafilalet
2005-11-16,27.25,-3.25,-1.5313629,Draa-Tafilalet
2005-11-16,27.25,-2.75,-1.5247449,Draa-Tafilalet
2005-11-16,27.25,-2.25,-1.475736,Draa-Tafilalet
2005-11-16,27.25,-1.75,-1.4653368,Draa-Tafilalet
2005-11-16,27.25,-1.25,-1.5829585,Draa-Tafilalet
2005-11-16,27.75,-15.75,0.54853815,Laayoune-Sakia El Hamra
2005-11-16,27.75,-15.25,0.379074,Laayoune-Sakia El Hamra
2005-11-16,27.75,-13.25,0.24805973,Laayoune-Sakia El Hamra
2005-11-16,27.75,-12.75,0.29283565,Laayoune-Sakia El Hamra
2005-11-16,27.75,-12.25,0.056678344,Laayoune-Sakia El Hamra
2005-11-16,27.75,-11.75,-0.1746389,Laayoune-Sakia El Hamra
2005-11-16,27.75,-11.25,-0.15958785,Guelmim-Oued Noun
2005-11-16,27.75,-10.75,-0.39217478,Guelmim-Oued Noun
2005-11-16,27.75,-10.25,-0.5580492,Guelmim-Oued Noun
2005-11-16,27.75,-9.75,-0.8401746,Guelmim-Oued Noun
2005-11-16,27.75,-9.25,-1.1705785,Guelmim-Oued Noun
2005-11-16,27.75,-8.75,-1.1647936,Guelmim-Oued Noun
2005-11-16,27.75,-8.25,-1.5177442,Guelmim-Oued Noun
2005-11-16,27.75,-7.75,-1.4739735,Guelmim-Oued Noun
2005-11-16,27.75,-7.25,-1.3817703,Souss-Massa
2005-11-16,27.75,-6.75,-1.4677178,Souss-Massa
2005-11-16,27.75,-6.25,-1.4985485,Draa-Tafilalet
2005-11-16,27.75,-5.75,-1.3517307,Draa-Tafilalet
2005-11-16,27.75,-5.25,-1.4595667,Draa-Tafilalet
2005-11-16,27.75,-4.75,-1.5078486,Draa-Tafilalet
2005-11-16,27.75,-4.25,-1.3953223,Draa-Tafilalet
2005-11-16,27.75,-3.75,-1.5114003,Draa-Tafilalet
2005-11-16,27.75,-3.25,-1.4783309,Draa-Tafilalet
2005-11-16,27.75,-2.75,-1.4775025,Draa-Tafilalet
2005-11-16,27.75,-2.25,-1.4155653,Draa-Tafilalet
2005-11-16,27.75,-1.75,-1.3727041,Draa-Tafilalet
2005-11-16,27.75,-1.25,-1.5417018,Draa-Tafilalet
2005-11-16,28.25,-16.75,0.7158137,Laayoune-Sakia El Hamra
2005-11-16,28.25,-16.25,0.55729824,Laayoune-Sakia El Hamra
2005-11-16,28.25,-15.75,0.63417244,Laayoune-Sakia El Hamra
2005-11-16,28.25,-15.25,0.41228253,Laayoune-Sakia El Hamra
2005-11-16,28.25,-14.25,0.5238038,Laayoune-Sakia El Hamra
2005-11-16,28.25,-13.75,0.4922497,Laayoune-Sakia El Hamra
2005-11-16,28.25,-12.25,-0.7283123,Laayoune-Sakia El Hamra
2005-11-16,28.25,-11.75,-0.87187994,Laayoune-Sakia El Hamra
2005-11-16,28.25,-11.25,-0.8219437,Guelmim-Oued Noun
2005-11-16,28.25,-10.75,-0.80395406,Guelmim-Oued Noun
2005-11-16,28.25,-10.25,-0.9191199,Guelmim-Oued Noun
2005-11-16,28.25,-9.75,-1.211647,Guelmim-Oued Noun
2005-11-16,28.25,-9.25,-1.3236951,Guelmim-Oued Noun
2005-11-16,28.25,-8.75,-1.4814442,Guelmim-Oued Noun
2005-11-16,28.25,-8.25,-1.5321438,Guelmim-Oued Noun
2005-11-16,28.25,-7.75,-1.5232786,Souss-Massa
2005-11-16,28.25,-7.25,-1.4173595,Souss-Massa
2005-11-16,28.25,-6.75,-1.5218083,Souss-Massa
2005-11-16,28.25,-6.25,-1.4643828,Draa-Tafilalet
2005-11-16,28.25,-5.75,-1.2421397,Draa-Tafilalet
2005-11-16,28.25,-5.25,-1.2946343,Draa-Tafilalet
2005-11-16,28.25,-4.75,-1.170387,Draa-Tafilalet
2005-11-16,28.25,-4.25,-1.578865,Draa-Tafilalet
2005-11-16,28.25,-3.75,-1.2460891,Draa-Tafilalet
2005-11-16,28.25,-3.25,-1.2635955,Draa-Tafilalet
2005-11-16,28.25,-2.75,-1.4080937,Draa-Tafilalet
2005-11-16,28.25,-2.25,-1.2945118,Draa-Tafilalet
2005-11-16,28.25,-1.75,-1.4333086,Draa-Tafilalet
2005-11-16,28.25,-1.25,-1.4011799,Draa-Tafilalet
2005-11-16,28.75,-16.25,0.51684314,Laayoune-Sakia El Hamra
2005-11-16,28.75,-13.75,0.24012269,Laayoune-Sakia El Hamra
2005-11-16,28.75,-11.25,-1.1714636,Guelmim-Oued Noun
2005-11-16,28.75,-10.75,-1.1689018,Guelmim-Oued Noun
2005-11-16,28.75,-10.25,-1.2265054,Guelmim-Oued Noun
2005-11-16,28.75,-9.75,-1.3891301,Guelmim-Oued Noun
2005-11-16,28.75,-9.25,-1.3000184,Guelmim-Oued Noun
2005-11-16,28.75,-8.75,-1.4973801,Guelmim-Oued Noun
2005-11-16,28.75,-8.25,-1.4697627,Souss-Massa
2005-11-16,28.75,-7.75,-1.6442968,Souss-Massa
2005-11-16,28.75,-7.25,-1.6090744,Souss-Massa
2005-11-16,28.75,-6.75,-1.5242845,Souss-Massa
2005-11-16,28.75,-6.25,-1.3392334,Draa-Tafilalet
2005-11-16,28.75,-5.75,-1.3755912,Draa-Tafilalet
2005-11-16,28.75,-5.25,-1.2819589,Draa-Tafilalet
2005-11-16,28.75,-4.75,-1.4223086,Draa-Tafilalet
2005-11-16,28.75,-4.25,-1.3807994,Draa-Tafilalet
2005-11-16,28.75,-3.75,-1.513883,Draa-Tafilalet
2005-11-16,28.75,-3.25,-1.1434022,Draa-Tafilalet
2005-11-16,28.75,-2.75,-1.3240892,Draa-Tafilalet
2005-11-16,28.75,-2.25,-1.3624333,Draa-Tafilalet
2005-11-16,28.75,-1.75,-1.2147882,Draa-Tafilalet
2005-11-16,28.75,-1.25,-1.3487213,Draa-Tafilalet
2005-11-16,29.25,-13.75,0.16861326,Laayoune-Sakia El Hamra
2005-11-16,29.25,-10.25,-1.2768323,Guelmim-Oued Noun
2005-11-16,29.25,-9.75,-1.4607891,Guelmim-Oued Noun
2005-11-16,29.25,-9.25,-1.4313635,Guelmim-Oued Noun
2005-11-16,29.25,-8.75,-1.5899327,Souss-Massa
2005-11-16,29.25,-8.25,-1.5148535,Souss-Massa
2005-11-16,29.25,-7.75,-1.6394751,Souss-Massa
2005-11-16,29.25,-7.25,-1.5310061,Souss-Massa
2005-11-16,29.25,-6.75,-1.5567456,Souss-Massa
2005-11-16,29.25,-6.25,-1.5434836,Draa-Tafilalet
2005-11-16,29.25,-5.75,-1.4010689,Draa-Tafilalet
2005-11-16,29.25,-5.25,-1.2735245,Draa-Tafilalet
2005-11-16,29.25,-4.75,-1.3902822,Draa-Tafilalet
2005-11-16,29.25,-4.25,-1.250288,Draa-Tafilalet
2005-11-16,29.25,-3.75,-1.1150277,Draa-Tafilalet
2005-11-16,29.25,-3.25,-0.9498435,Draa-Tafilalet
2005-11-16,29.25,-2.75,-1.0426927,Draa-Tafilalet
2005-11-16,29.25,-2.25,-1.1044149,Draa-Tafilalet
2005-11-16,29.25,-1.75,-1.257747,Draa-Tafilalet
2005-11-16,29.25,-1.25,-1.2078736,Draa-Tafilalet
2005-11-16,29.75,-10.25,-1.3834736,Guelmim-Oued Noun
2005-11-16,29.75,-9.75,-1.347009,Guelmim-Oued Noun
2005-11-16,29.75,-9.25,-1.5508807,Souss-Massa
2005-11-16,29.75,-8.75,-1.5796323,Souss-Massa
2005-11-16,29.75,-8.25,-1.7239707,Souss-Massa
2005-11-16,29.75,-7.75,-1.6366379,Souss-Massa
2005-11-16,29.75,-7.25,-1.6018485,Souss-Massa
2005-11-16,29.75,-6.75,-1.764154,Draa-Tafilalet
2005-11-16,29.75,-6.25,-1.5621204,Draa-Tafilalet
2005-11-16,29.75,-5.75,-1.6226369,Draa-Tafilalet
2005-11-16,29.75,-5.25,-1.3419963,Draa-Tafilalet
2005-11-16,29.75,-4.75,-1.292553,Draa-Tafilalet
2005-11-16,29.75,-4.25,-1.1733183,Draa-Tafilalet
2005-11-16,29.75,-3.75,-0.98902035,Draa-Tafilalet
2005-11-16,29.75,-3.25,-0.8153823,Draa-Tafilalet
2005-11-16,29.75,-2.75,-0.819896,Draa-Tafilalet
2005-11-16,29.75,-2.25,-0.9562749,Draa-Tafilalet
2005-11-16,29.75,-1.75,-0.9737555,Draa-Tafilalet
2005-11-16,29.75,-1.25,-1.1527503,Oriental
2005-11-16,30.25,-9.75,-1.3722322,Guelmim-Oued Noun
2005-11-16,30.25,-9.25,-1.529311,Souss-Massa
2005-11-16,30.25,-8.75,-1.5879943,Souss-Massa
2005-11-16,30.25,-8.25,-1.7552218,Souss-Massa
2005-11-16,30.25,-7.75,-1.7767618,Souss-Massa
2005-11-16,30.25,-7.25,-1.8499067,Souss-Massa
2005-11-16,30.25,-6.75,-1.8597797,Draa-Tafilalet
2005-11-16,30.25,-6.25,-1.8489081,Draa-Tafilalet
2005-11-16,30.25,-5.75,-1.5602496,Draa-Tafilalet
2005-11-16,30.25,-5.25,-1.387492,Draa-Tafilalet
2005-11-16,30.25,-4.75,-1.2476845,Draa-Tafilalet
2005-11-16,30.25,-4.25,-1.0655192,Draa-Tafilalet
2005-11-16,30.25,-3.75,-0.7634483,Draa-Tafilalet
2005-11-16,30.25,-3.25,-0.7845983,Draa-Tafilalet
2005-11-16,30.25,-2.75,-0.6745472,Draa-Tafilalet
2005-11-16,30.25,-2.25,-0.7987674,Draa-Tafilalet
2005-11-16,30.25,-1.75,-0.634964,Oriental
2005-11-16,30.25,-1.25,-0.9091578,Oriental
2005-11-16,30.75,-9.75,-1.6871367,Souss-Massa
2005-11-16,30.75,-9.25,-1.7093475,Souss-Massa
2005-11-16,30.75,-8.75,-1.7431703,Souss-Massa
2005-11-16,30.75,-8.25,-1.7349735,Souss-Massa
2005-11-16,30.75,-7.75,-1.7613231,Souss-Massa
2005-11-16,30.75,-7.25,-1.8510846,Marrakech-Safi
2005-11-16,30.75,-6.75,-1.9188542,Draa-Tafilalet
2005-11-16,30.75,-6.25,-1.8173144,Draa-Tafilalet
2005-11-16,30.75,-5.75,-1.6047976,Draa-Tafilalet
2005-11-16,30.75,-5.25,-1.5269616,Draa-Tafilalet
2005-11-16,30.75,-4.75,-1.3320343,Draa-Tafilalet
2005-11-16,30.75,-4.25,-1.076613,Draa-Tafilalet
2005-11-16,30.75,-3.75,-0.98436266,Draa-Tafilalet
2005-11-16,30.75,-3.25,-0.7699492,Draa-Tafilalet
