firm_id,firm_name,sector,region,year,total_assets,current_assets,current_liabilities,retained_earnings,ebit,total_debt,revenue,market_cap,ticker,year_listed
MAR050,AFMA,Industrie (autres),Casablanca-Settat,2021,1329834292.0,1063867433.6,643.685,3621283211.0,-247.829,62289701.0,1.21845563700819e+17,2028071345.6000001,AFM,2000
MAR050,AFMA,Industrie (autres),Casablanca-Settat,2022,1.0478498132912038e+20,546718620758.0,546718620758.0,1624312362.0,9974951593361534.0,2515511822.0,2.4369112722187744e+17,1.6765597012256778e+20,AFM,2000
MAR050,AFMA,Industrie (autres),Casablanca-Settat,2023,1.107631047849154e+21,583640546718.0,583640546718.0,1833516243.0,1.0580822599749516e+16,2185325155.0,2.587702302436912e+17,1.77220967655515e+21,AFM,2000
MAR050,AFMA,Industrie (autres),Casablanca-Settat,2024,119973110763.0,95978488610.40001,740652583640.0,2015918335.0,1.1702144810580822e+17,1549521853.0,286.0,189477742256.0,AFM,2000
MAR051,Med Paper,Industrie (autres),Casablanca-Settat,2019,2023.5,1618.8000000000002,1.229301153200761e+16,857.083,-268.2,1821.15,100000.0,,MDP,2000
MAR051,Med Paper,Industrie (autres),Casablanca-Settat,2020,2023.5,1618.8000000000002,1.5867412293003574e+17,-493848360.19,131976.0,1821.15,20192020.0,,MDP,2000
MAR051,Med Paper,Industrie (autres),Casablanca-Settat,2021,2023.5,1618.8000000000002,1.506021586748072e+16,-502410481.55,-247.829,1821.15,20202021.0,,MDP,2000
MAR051,Med Paper,Industrie (autres),Casablanca-Settat,2022,2023.5,1618.8000000000002,1.0881834715060216e+26,-34570589.92,-161.0,1821.15,20212022.0,,MDP,2000
MAR051,Med Paper,Industrie (autres),Casablanca-Settat,2024,2023.5,1618.8000000000002,1.2452580611081589e+25,390.599,5.8510848952550536e+16,430.259,101.768,,MDP,2000
MAR052,Rebab Company,Industrie (autres),Casablanca-Settat,2019,11.256,9.004800000000001,6146505766003810.0,476.41049999999996,-268.2,10.1304,90.0,,REB,2016
MAR052,Rebab Company,Industrie (autres),Casablanca-Settat,2020,11.256,11.111,11.111,73.338,-340.0,10.1304,4590.0,,REB,2016
MAR052,Rebab Company,Industrie (autres),Casablanca-Settat,2021,53.237,42.589600000000004,526445.0,622.301,-358.0,44.272,6164.0,14.344000000000007,REB,2016
MAR052,Rebab Company,Industrie (autres),Casablanca-Settat,2022,46.5015,37.2012,662354.12,1622301.71,-161.0,41.851350000000004,23561173.0,,REB,2016
MAR052,Rebab Company,Industrie (autres),Casablanca-Settat,2023,39.766,22.502,914662.0,622.301,-227.0,17.072,164235.0,36.3104,REB,2016
MAR052,Rebab Company,Industrie (autres),Casablanca-Settat,2024,3.986814332255362e+19,2.2710239224712227e+17,727914.0,1622301.71,5.8510848952550536e+16,24809899.31,2024.0,6.3789029316046094e+19,REB,2016
MAR053,Risma,Industrie (autres),Casablanca-Settat,2020,34353250.0,27482600.0,359381721.59,-28978.0,264292.0,30917925.0,1424968503044.0,10.0,RIS,2006
MAR053,Risma,Industrie (autres),Casablanca-Settat,2021,250.23,200.184,283483842.39,107.723,-137.658,153.091,11.0,155.42239999999998,RIS,2006
MAR053,Risma,Industrie (autres),Casablanca-Settat,2022,23111255.0,18489004.0,397474541.02,-195209.0,-83516.0,20800129.5,2022.0,10.0,RIS,2006
MAR053,Risma,Industrie (autres),Casablanca-Settat,2023,414.0,331.20000000000005,286004615.39,-367034.0,204004249799.0,372.6,2024.0,10.0,RIS,2006
MAR053,Risma,Industrie (autres),Casablanca-Settat,2024,3809.0,3047.2000000000003,210722941.55,-198111.0,249799292842.0,3428.1,11745151263775.0,10.0,RIS,2006
MAR054,Microdata,Industrie (autres),Casablanca-Settat,2020,2020.0,17.7,82.3,69501123.15,131976.0,1818.0,656318664.54,10.0,MIC,2008
MAR054,Microdata,Industrie (autres),Casablanca-Settat,2021,2021.0,17.4,14.7,78179019.31,-247.829,1818.9,541091531.85,10.0,MIC,2008
MAR054,Microdata,Industrie (autres),Casablanca-Settat,2022,2022.0,12.0,2023.0,78380248.64,-161.0,1819.8,696960762.57,10.0,MIC,2008
MAR054,Microdata,Industrie (autres),Casablanca-Settat,2023,2023.0,44.4,2024.0,78993647.01,2544973223121128.5,1820.7,753999214.01,10.0,MIC,2008
MAR054,Microdata,Industrie (autres),Casablanca-Settat,2024,2024.0,16.7,2025.0,79076455.66,5.8510848952550536e+16,1821.6000000000001,900445777.78,10.0,MIC,2008
MAR055,Eqdom,Industrie (autres),Casablanca-Settat,2020,969845210139001.0,1399025086.0449998,813827360.42,512026751.43,131976.0,193961342.535,21002012366447.0,,EQD,2000
MAR055,Eqdom,Industrie (autres),Casablanca-Settat,2021,94973269698452.0,320189159.34,526445.0,805570805570.0,-247.829,23247796.44,20579752100201.0,,EQD,2000
